title,lokasi,harga,kamar_tidur,luas_bangunan_m2,luas_tanah_m2
Rumah Subsidi Rumah Murah Dekat BSD Serpong Dekat Stasiun Kereta,"Parung Panjang, Bogor",Rp181.000.000,2,28 m²,60 m²
cukup utj 500rb.sudah bisa ambil rumah subsidi,"Parung Panjang, Bogor",Rp150.558.566,2,28 m²,60 m²
DIJUAL RUMAH MEWAH MURAH DI PUSAT KOTA BOGOR,"Kedung Halang, Bogor",Rp850.000.000,3,100 m²,120 m²
"Tj 1jt,Dp7,4jt biaya adm+surat2 6jt,angsuran satu jutaan/bln","Parung Panjang, Bogor",Rp159.000.000,2,28 m²,60 m²
Dijual Rumah murah di cilejit Parung panjang,"Parung Panjang, Bogor",Rp155.000.000,2,30 m²,60 m²
Dijual villa view gunung pancar n bukit  hambalang,"Sentul City, Bogor",Rp4.500.000.000,5,360 m²,2000 m²
Dijual Rumah di Villa Bogor Indah 3,"Ciparigi, Bogor",Rp525.000.000,2,48 m²,78 m²
Rumah Keluarga Sentul City ^6 KT Cluster Terdepan Dekat Dengan Mall,"Sentul City, Bogor",Rp4.500.000.000,6,800 m²,400 m²
"Paket hemat 17jt,bersubsidi angsurannya flat","Parung Panjang, Bogor",Rp150.000.000,2,30 m²,60 m²
Rumah Ready Mewah Harga Terjangkau,"Parung Panjang, Bogor",Rp110.000.000,2,36 m²,60 m²
Dijual Rumah Murah Hanya 100 jutaan akses mudah dengan KRL,"Parung Panjang, Bogor",Rp150.000.000,2,36 m²,60 m²
Rumah Baru Siap Huni full furnish,"Gunung Putri, Bogor",Rp4.650.000.000,5,350 m²,300 m²
Jual Rumah Strategis dekat ke Pasar Gaperi Bojonggede Siap KPR J-15441,"Bojong Gede, Bogor",Rp700.000.000,2,45 m²,97 m²
"Dijual Rumah Golf Horizon Residence di Citra City Sentul, Bogor, JaBar","Babakan Madang, Bogor",Rp4.545.000.000,4,200 m²,180 m²
Rumah Murah Jangan Sampai Lepas Hanya 100 Jtan Di Lokasi Bebas Banjir,"Cibinong, Bogor",Rp185.000.000,2,36 m²,50 m²
Rumah Bambu Halaman Asri Akses Mobil SHM di Cisarua Kopo,"Cisarua, Bogor",Rp1.100.000.000,1,65 m²,1000 m²
Dijual rumah bagus view golf at Rancamaya Bogor Jawa barat,Bogor,Rp4.500.000.000,4,176 m²,394 m²
Rumah Dijual Swimming Poll Sentul City Bogor,"Sentul City, Bogor",Rp4.400.000.000,4,200 m²,300 m²
Rumah Dekat Stasiun Bojong Gede di Gaperi 2,"Karadenan, Bogor",Rp650.000.000,3,115 m²,110 m²
Rumah Secondery pinggir jalan raya di Puri Nirwana Cibinong Bogor,"Cibinong, Bogor",Rp750.000.000,4,120 m²,60 m²
Rumah Cluster,"Gunung Sindur, Bogor",Rp750.000.000,2,72 m²,107 m²
Bukit Cimanggu City 460Juta,"Tanah Sareal, Bogor",Rp460.000.000,2,65 m²,65 m²
Rumah Minimalis Kolam Renang dekat AEON Mall,"Sentul City, Bogor",Rp4.250.000.000,4,205 m²,300 m²
Griya Permata Tonjong - Tipe Opal,"Tajurhalang, Bogor",Rp346.460.000,2,36 m²,60 m²
Bukit Golf Riverside - Cluster Lagoon Park Tipe Alora,"Gunung Putri, Bogor",Rp1.353.725.126,3,69 m²,72 m²
Grand Alifia Bogor Tipe Anaphalis 60/60,"Tanah Sareal, Bogor",Rp614.887.500,3,60 m²,60 m²
Ikon Tenjo Resort Homes Tipe Aralia B (Subsidi),"Tenjo, Bogor",Rp185.000.000,1,23 m²,60 m²
Kota Podomoro Tenjo Tipe Deluxe 36,"Tenjo, Bogor",Rp230.350.000,2,36 m²,72 m²
Panorama Bali Residence Tipe 50/90,"Ciseeng, Bogor",Rp591.750.000,2,50 m²,90 m²
Serpong Green Paradise Tipe Tulip,"Parung Panjang, Bogor",Rp360.050.000,2,30 m²,60 m²
Panorama Bali Residence Tipe 36/60 Mezzanine,"Ciseeng, Bogor",Rp461.000.000,2,36 m²,60 m²
Grand Duta City South of Jakarta Tipe Manoa,"Parung, Bogor",Rp1.023.687.788,2,58 m²,60 m²
Kamaya Hills Cluster Ruby Tipe 32,"Parung Panjang, Bogor",Rp383.900.000,2,32 m²,60 m²
Paradise Serpong City 2 - Ecospace Tipe Delano,"Gunung Sindur, Bogor",Rp919.000.000,3,59 m²,60 m²
Cluster Ivory Tipe 7x12 – Metland Transyogi Cibubur,"Cileungsi, Bogor",Rp1.503.500.000,3,77 m²,84 m²
Kamaya Hills Cluster Bizhome Tipe 67,"Parung Panjang, Bogor",Rp806.600.000,3,67 m²,72 m²
Aquila Valley Tipe Maleo,"Ciseeng, Bogor",Rp275.000.000,2,32 m²,60 m²
Bukit Golf Riverside - Cluster Lagoon Park Tipe Venesa,"Gunung Putri, Bogor",Rp2.481.469.790,3,114 m²,120 m²
Telaga Kahuripan Cluster Aluna Tipe 7,"Kemang, Bogor",Rp1.731.600.000,3,118 m²,105 m²
Telaga Kahuripan Cluster Aluna Tipe 6,"Kemang, Bogor",Rp1.354.200.000,2,84 m²,90 m²
Grand Harmoni 5 Tenjo Tipe 30/60,"Tenjo, Bogor",Rp175.000.000,3,60 m²,30 m²
"RUMAH SUBSIDI BERKUALITAS  DI BARAT BOGOR DP Ringan, Bebas Bea Surat2","Ciampea, Bogor",Rp185.000.000,2,27 m²,60 m²
Grand Tenjo Residence - Cluster Botanica Tipe 32/60,"Tenjo, Bogor",Rp299.090.000,2,32 m²,60 m²
Grand Duta City South of Jakarta Tipe Malta,"Parung, Bogor",Rp967.496.119,3,47 m²,72 m²
Grand Tenjo Residence - Cluster Botanica Tipe 29/60,"Tenjo, Bogor",Rp248.400.000,2,29 m²,60 m²
Grand Duta City South of Jakarta Tipe Tuscan,"Parung, Bogor",Rp1.234.060.538,3,66 m²,72 m²
Jual Rumah Strategis di Kota Wisata Cluster Toronto Dekat LRT J-21364,"Cileungsi, Bogor",Rp1.720.000.000,4,115 m²,128 m²
Jual Rumah Seken di Bukit Dago Cluster Arkadia Bisa KPR J-14163,"Gunung Sindur, Bogor",Rp580.000.000,2,56 m²,72 m²
Over kredit rumah 2 lt lokasi strategis,"Parung Panjang, Bogor",Rp650.000.000,2,55 m²,60 m²
Jual Villa Puncak Ciloto Super Dingin SHM 2 Unit Bangunan,"Puncak, Bogor",Rp5.700.000.000,5,300 m²,2350 m²
jual rumah citra indah jonggol ciputra 3142,"Cileungsi, Bogor",Rp199.000.000,2,72 m²,72 m²
Rumah Subsidi Pemerintah Dekat Toll Cibubur Jakarta Perumahan Pesona Kahuripan 9,"Cileungsi, Bogor",Rp181.000.000,2,30 m²,60 m²
Dijual Rumah Subsidi Bebas Banjir Lokasi Strategis,"Parung Panjang, Bogor",Rp135.000.000,2,40 m²,72 m²
Aquila Valley Tipe Cendrawasih,"Ciseeng, Bogor",Rp328.000.000,2,32 m²,60 m²
Aquila Valley Tipe Garuda,"Ciseeng, Bogor",Rp368.550.000,2,32 m²,60 m²
Rumah Seken Full Renovasi Dekat Stasiun Bojong Gede Siap Huni J-18106,"Bojong Gede, Bogor",Rp790.000.000,2,60 m²,78 m²
RUMAH MEWAH LOKASI INDAH HRG MURAH,"Sentul City, Bogor",Rp9.000.000.000,6,520 m²,700 m²
Dijual Rumah 3 Lantai di BNR bogor jawa barat,"Bogor Selatan - Kota, Bogor",Rp2.400.000.000,5,350 m²,300 m²
RUMAH MURAH DI PEMDA CIBINONG,"Cibinong, Bogor",Rp600.000.000,2,45 m²,72 m²
Dijual Cepat dan Murah Rumah Siap Huni Di Telaga Kahuripan,"Parung, Bogor",Rp490.000.000,2,72 m²,115 m²
"Angsuran 1 Juta-an, Tembok Belakang. Rumah Subsidi Cileungsi.","Gunung Putri, Bogor",Rp185.000.000,2,28 m²,60 m²
TERMURAH dan SIAP AKAD Rumah 2 Lantai di Citayam Depok Bogor,"Bojong Gede, Bogor",Rp490.000.000,2,52 m²,55 m²
Jual Rumah Mewah hanya 15 Menit ke AEON Sentul City Siap KPR J-17331,"Sentul City, Bogor",Rp2.470.000.000,3,120 m²,216 m²
Rumah Asri Strategis Harga All In di Cluster Pinewood Siap Kpr J-14951,"Cibinong, Bogor",Rp890.000.000,2,45 m²,90 m²
Rumah Bogor Bukit Cimanggu villa.Baru,"Tanah Sareal, Bogor",Rp1.880.000.000,3,97 m²,72 m²
Rumah Subsidi 1Jutaan,"Cileungsi, Bogor",Rp185.000.000,2,30 m²,60 m²
dijual rumah seken siap huni di foresh hill harga nego J-12788,"Parung Panjang, Bogor",Rp540.000.000,2,39 m²,72 m²
Dijual Rumah The River Parung Panjang Bogor Dekat Stasiun,"Parung Panjang, Bogor",Rp480.000.000,2,39 m²,72 m²
Sentul City - Spring Valley Tipe B 6x12+,"Babakan Madang, Bogor",Rp915.750.000,2,37 m²,102 m²
Kota Podomoro Tenjo - Cluster Magnolia Tipe 30,"Tenjo, Bogor",Rp239.768.001,2,30 m²,60 m²
Bukit Golf Riverside - Cluster Orchid Tipe Agathis,"Gunung Putri, Bogor",Rp1.090.028.570,3,69 m²,64 m²
OCBD Bogor - Cluster Virginia Pine Tipe E1,"Kedung Halang, Bogor",Rp2.747.600.000,4,91 m²,96 m²
Ikon Tenjo Resort Homes Tipe Monstera,"Tenjo, Bogor",Rp498.000.000,2,48 m²,60 m²
Cluster Bellwood tipe 212/200,"Gunung Putri, Bogor",Rp3.457.234.000,3,212 m²,200 m²
Cluster Nashville Tipe 100,"Gunung Putri, Bogor",Rp1.768.723.000,3,100 m²,112 m²
OCBD Bogor - Cluster Virginia Pine Tipe D1,"Kedung Halang, Bogor",Rp2.432.900.000,3,77 m²,80 m²
Cluster New Visalia Tipe 70,"Gunung Putri, Bogor",Rp1.029.845.000,2,70 m²,60 m²
Griya Parama Tipe 36,"Cileungsi, Bogor",Rp577.000.000,2,36 m²,99 m²
Paradise Serpong City 2 - Ecospace Tipe Arwood,"Gunung Sindur, Bogor",Rp548.000.000,2,36 m²,60 m²
Cluster Bhumi Svarga Tipe Asoka,"Babakan Madang, Bogor",Rp973.000.000,2,30 m²,60 m²
Cluster Miami Tipe 12,"Gunung Putri, Bogor",Rp4.124.146.000,4,242 m²,240 m²
Sapta Villa Tipe Kalla 45/65,"Cibinong, Bogor",Rp748.645.609,2,45 m²,65 m²
Padmasari Residence Tipe Teratai,"Parung, Bogor",Rp622.000.000,2,46 m²,60 m²
Graha Laras Sentul Cluster Hamburg Tipe 55/72,"Sukaraja, Bogor",Rp1.222.200.000,3,55 m²,72 m²
Avoria Estate Cluster Barlia 1 lantai Tipe 53/90,"Kemang, Bogor",Rp681.000.000,2,53 m²,90 m²
Inkamaya Tipe 45,"Ciampea, Bogor",Rp606.729.809,2,47 m²,84 m²
Golden Hills Tipe Andalusia Lite,"Gunung Sindur, Bogor",Rp828.000.000,2,37 m²,98 m²
Cluster Nashville Tipe 166,"Gunung Putri, Bogor",Rp2.654.647.000,4,166 m²,153 m²
Bukit Serpong Indah Tipe Sakura,"Gunung Sindur, Bogor",Rp633.000.000,3,50 m²,96 m²
Cluster Miami Tipe 15,"Gunung Putri, Bogor",Rp5.259.787.000,4,297 m²,300 m²
Griya Parama Tipe 45,"Cileungsi, Bogor",Rp585.800.000,2,45 m²,98 m²
Golden Hills Tipe Siena Premium,"Gunung Putri, Bogor",Rp959.000.000,2,53 m²,72 m²
Citaville Bogor - Cluster Akasia Tipe Mahony,"Ranca Bungur, Bogor",Rp618.000.000,2,48 m²,66 m²
Citaville Bogor - Cluster Akasia Tipe Merbau,"Ranca Bungur, Bogor",Rp756.000.000,2,75 m²,66 m²
Cluster Green Nature Tipe 50/72,"Tajur, Bogor",Rp528.500.000,3,50 m²,72 m²
Golden Hills Tipe Cortona,"Gunung Sindur, Bogor",Rp747.000.000,2,36 m²,72 m²
Paradise Serpong City 2 - Eco Ardence Tipe Sandwood (2 lantai),"Gunung Sindur, Bogor",Rp1.209.000.000,3,85 m²,84 m²
Bali Resort Extension Tipe Bali Suites,"Gunung Sindur, Bogor",Rp955.400.000,3,80 m²,66 m²
Tasnim Otsmani Tipe 21,"Ciampea, Bogor",Rp293.400.000,1,21 m²,65 m²
Bumi Kepang Permai Tipe Bougenville,"Jonggol, Bogor",Rp323.750.000,2,32 m²,77 m²
Grand Bukit Dago Cluster Bukit Dago Terrace Tipe 69,"Gunung Sindur, Bogor",Rp1.088.945.944,2,69 m²,90 m²
Griya Parama Tipe 60,"Cileungsi, Bogor",Rp796.000.000,3,60 m²,98 m²
Padma Hills Tipe 29,"Gunung Sindur, Bogor",Rp304.532.993,2,29 m²,60 m²
Bali Resort Extension Tipe Bali Haus,"Gunung Sindur, Bogor",Rp875.397.000,3,67 m²,65 m²
Aquila Valley Tipe Garuda,"Ciseeng, Bogor",Rp368.550.000,2,32 m²,60 m²
Golden Cikeas Tipe Mandala,"Gunung Putri, Bogor",Rp784.015.200,2,47 m²,72 m²
Mississippi Kota Wisata Tipe 121,"Gunung Putri, Bogor",Rp1.816.717.000,3,121 m²,84 m²
Rumah Idaman di Legenda Wisata Colombus Siap Nego Bisa KPR J-16307,"Gunung Putri, Bogor",Rp1.780.000.000,4,105 m²,136 m²
Rumah Minimalis Seken Dekat Bojong Gede Bogor Full Furnished J-20105,"Bojong Gede, Bogor",Rp1.200.000.000,2,52 m²,153 m²
"Rumah Murah Kota Bogor, Bogor Kota, Bogor Barat, Dramaga",Bogor,Rp540.000.000,2,50 m²,90 m²
Rumah Murah Lokasi Pinggir Jalan Dekat ke Akses Jalan Baru BoMang,"Kemang, Bogor",Rp448.000.000,2,33 m²,77 m²
Rumah Strategis Bebas Banjir di Taman Yasmin Bogor Siap KPR J-11948,"Tanah Sareal, Bogor",Rp1.070.000.000,3,140 m²,172 m²
Adhi City Sentul Tipe Aruna Deluxe,"Sentul, Bogor",Rp931.000.000,2,50 m²,60 m²
Cluster Miami Tipe 15,"Gunung Putri, Bogor",Rp5.259.787.000,4,297 m²,300 m²
Griya Parama Tipe 45,"Cileungsi, Bogor",Rp585.800.000,2,45 m²,98 m²
Cluster Green Nature Tipe 50/72,"Tajur, Bogor",Rp528.500.000,3,50 m²,72 m²
Bali Resort Extension Tipe Bali Suites,"Gunung Sindur, Bogor",Rp955.400.000,3,80 m²,66 m²
Rumah Minimalis Harga All In di Villa Mutiara Bogor 2 Bisa KPR J-17265,"Cibinong, Bogor",Rp510.000.000,2,60 m²,60 m²
Tasnim Otsmani Tipe 21,"Ciampea, Bogor",Rp293.400.000,1,21 m²,65 m²
Bumi Kepang Permai Tipe Bougenville,"Jonggol, Bogor",Rp323.750.000,2,32 m²,77 m²
Bukit Serpong Indah Tipe Sakura,"Gunung Sindur, Bogor",Rp633.000.000,3,50 m²,96 m²
Jual Rumah Minimalis di Bukit Cimanggu City Siap Nego Bisa KPR J-15310,"Tanah Sareal, Bogor",Rp660.000.000,2,55 m²,65 m²
Grand Bukit Dago Cluster Bukit Dago Terrace Tipe 69,"Gunung Sindur, Bogor",Rp1.088.945.944,2,69 m²,90 m²
Padma Hills Tipe 29,"Gunung Sindur, Bogor",Rp304.532.993,2,29 m²,60 m²
Griya Parama Tipe 60,"Cileungsi, Bogor",Rp796.000.000,3,60 m²,98 m²
Bali Resort Extension Tipe Bali Haus,"Gunung Sindur, Bogor",Rp875.397.000,3,67 m²,65 m²
Jual Rumah Minimalis di Cipta Graha Permai Siap KPR Bisa Nego J-19032,"Cibinong, Bogor",Rp750.000.000,2,60 m²,84 m²
Rumah Minimalis Harga All In KPR Dekat Sentul City Siap Huni J-17835,"Sentul City, Bogor",Rp1.020.000.000,4,45 m²,90 m²
CENDANA TOWNHOUSE RAWAKALONG,"Gunung Sindur, Bogor",Rp620.000.000,2,45 m²,74 m²
Emerald City Tipe Diamond,"Cibinong, Bogor",Rp1.122.950.000,3,88 m²,84 m²
Kemang Eminence Tipe Frangipani,"Kemang, Bogor",Rp1.265.000.000,4,69 m²,105 m²
Winner Sapta Villa Tipe Kamala 42/84,"Cibinong, Bogor",Rp737.040.000,2,42 m²,84 m²
Telaga Kahuripan Cluster Aluna Tipe 8,"Kemang, Bogor",Rp2.031.300.000,3,142 m²,120 m²
Kalisuren Green Garden 2 – Tipe 36,"Tajur Halang, Bogor",Rp442.257.000,2,36 m²,72 m²
Citaville Parung Panjang Tipe Calgary,"Parung Panjang, Bogor",Rp538.000.000,2,48 m²,60 m²
Sentul City - Spring Valley Tipe F 7x15.5,"Babakan Madang, Bogor",Rp1.497.600.900,3,75 m²,126 m²
Bukit Golf Riverside - Cluster Lagoon Park Tipe Velaa,"Gunung Putri, Bogor",Rp1.082.446.133,3,63 m²,60 m²
Padmasari Residence Tipe Aster,"Parung, Bogor",Rp679.800.000,2,51 m²,72 m²
Rumah Kost full furnished khusus putri cocok untuk investasi,"Dramaga, Bogor",Rp1.300.000.000,7,93 m²,60 m²
Grand Duta City South of Jakarta Tipe Keila,"Parung, Bogor",Rp887.999.695,2,47 m²,72 m²
Aquila Valley Tipe Garuda,"Ciseeng, Bogor",Rp368.550.000,2,32 m²,60 m²
Rumah Klasik di Sentul City view Lapangan Golf,"Sentul City, Bogor",Rp13.900.000.000,5,800 m²,1610 m²
Rumah Asri Minimalis Dekat Aeon Mall Sentul City Harga All In J-17780,"Sentul City, Bogor",Rp700.000.000,2,50 m²,72 m²
Paradise Serpong City 2 - Eco Ardence Tipe Lilac (2 lantai),"Gunung Sindur, Bogor",Rp729.000.000,3,57 m²,60 m²
Aquila Valley Tipe Garuda Prime,"Ciseeng, Bogor",Rp446.400.000,2,32 m²,60 m²
Grand Alifia Bogor Tipe Aglalia 49/60,"Tanah Sareal, Bogor",Rp540.075.000,2,49 m²,60 m²
Cluster Miami Tipe 9,"Gunung Putri, Bogor",Rp2.808.355.000,3,164 m²,162 m²
Grand Tenjo Residence - Cluster Botanica Tipe 34/72,"Tenjo, Bogor",Rp399.489.000,2,34 m²,72 m²
Kemang Verde Tipe 73/60,Bogor,Rp612.500.000,3,73 m²,60 m²
Kamaya Hills Cluster Ruby Tipe 36,"Parung Panjang, Bogor",Rp402.800.000,2,36 m²,60 m²
Cluster Alamanda Tipe 45 – Samesta Parayasa,"Parung Panjang, Bogor",Rp644.000.000,2,45 m²,152 m²
Golden Hills Tipe Andalusia,"Gunung Sindur, Bogor",Rp1.151.000.000,3,60 m²,98 m²
Cluster Bhumi Anvaya - Minimalist House Tipe Aruna,"Babakan Madang, Bogor",Rp899.000.000,1,40 m²,60 m²
Jual Rumah Minimalis di Metland Cileungsi Harga Nego Siap KPR J-16713,"Gunung Putri, Bogor",Rp570.000.000,2,32 m²,84 m²
Golden Cikeas Tipe Rinjani,"Gunung Putri, Bogor",Rp667.132.200,2,33 m²,72 m²
Golden Cikeas Tipe Semeru,"Gunung Putri, Bogor",Rp575.424.000,2,30 m²,60 m²
Grand Tenjo Residence - Oakwood Suite,"Tenjo, Bogor",Rp422.429.000,2,31 m²,60 m²
Grand Tenjo Residence - Cluster Oakwood Tipe Luxe,"Tenjo, Bogor",Rp746.807.000,3,55 m²,72 m²
Serpong Green Paradise Tipe Dahlia,"Parung Panjang, Bogor",Rp305.718.000,2,30 m²,60 m²
Ikon Tenjo Resort Homes Tipe Aralia A (Komersil),"Tenjo, Bogor",Rp273.620.000,1,23 m²,60 m²
Bali Resort Extension Tipe Bali Haus+,"Gunung Sindur, Bogor",Rp884.200.000,3,72 m²,60 m²
Paradise Serpong City 2 - Ecospace Tipe Skye,"Gunung Sindur, Bogor",Rp1.445.000.000,3,85 m²,85 m²
Cluster Nashville Tipe 220,"Gunung Putri, Bogor",Rp3.552.868.000,4,220 m²,190 m²
Cluster Miami Tipe 10,"Gunung Putri, Bogor",Rp3.463.598.000,4,202 m²,200 m²
Cluster Bhumi Svarga Tipe Vasanta,"Babakan Madang, Bogor",Rp1.940.000.000,2,60 m²,690 m²
Rumah 3 Kamar Luas 107 m2 DP NOL Cicil 2.9 JT Dekat TOL & Stasiun KRL,"Bogor Barat - Kota, Bogor",Rp562.000.000,3,40 m²,107 m²
Garden House Serpong Tipe 54,"Gunung Sindur, Bogor",Rp667.500.000,3,54 m²,60 m²
Dijual rumah seken 2 lantai di Limus Pratama Regency siap KPR J-10301,"Cileungsi, Bogor",Rp1.180.000.000,3,150 m²,160 m²
Dijual Rumah Minimalis di Sanur Valley Serpong Bogor Siap KPR J-16868,"Gunung Sindur, Bogor",Rp550.000.000,2,45 m²,72 m²
Jual Rumah Seken di Legenda Wisata Sudah Renovasi Dekat Mall J-20014,"Cileungsi, Bogor",Rp1.480.000.000,3,90 m²,136 m²
Rumah Dijual di Legenda Wisata Cibubur Siap Huni Harga Nego J-18589,"Cileungsi, Bogor",Rp1.700.000.000,3,120 m²,120 m²
Cluster Ridge Crystal Tipe 40/72 – Harvest City,"Cileungsi, Bogor",Rp700.000.000,2,40 m²,72 m²
Cluster HuckleBerry - Grand Mekarsari Residence,"Cileungsi, Bogor",Rp460.000.000,2,25 m²,70 m²
Perumahan Citra Indah City,"Jonggol, Bogor",Rp240.000.000,2,42 m²,144 m²
PERUMAHAN TERBARU DI BOGOR RUMAH Komersil Termurah DI KAWASAN SUKARAJA,"Cimahpar, Bogor",Rp399.000.000,2,39 m²,72 m²
Rumah di Villa Bogor Indah Strategis Dekat Tol Sentul Barat J-18106,"Sentul City, Bogor",Rp790.000.000,2,60 m²,78 m²
Nirwana Hill Bogor Tipe 36,"Gunung Sindur, Bogor",Rp700.000.000,2,36 m²,72 m²
OCBD Bogor - Cluster Virginia Pine Tipe F1,"Kedung Halang, Bogor",Rp4.200.000.000,4,120 m²,136 m²
Parkville - Cluster Toscana Tipe Sierra,Bogor,Rp1.043.000.000,2,66 m²,60 m²
Kota Podomoro Tenjo - Cluster Damar Tipe 40,"Tenjo, Bogor",Rp582.908.000,2,40 m²,119 m²
Jual Rumah Minimalis di Metland Cileungsi Harga Nego Siap KPR J-16713,"Gunung Putri, Bogor",Rp570.000.000,2,32 m²,84 m²
Grand Tenjo Residence - Cluster Oakwood Northpoint,Bogor,Rp470.522.000,2,34 m²,72 m²
Telaga Kahuripan Cluster Aluna Tipe 9,"Kemang, Bogor",Rp2.253.300.000,4,155 m²,135 m²
Graha Tirta Asri Tipe Teratai,"Ciseeng, Bogor",Rp616.000.000,2,45 m²,91 m²
Cluster Miami Tipe 10,"Gunung Putri, Bogor",Rp3.463.598.000,4,202 m²,200 m²
Cluster Bhumi Svarga Tipe Vasanta,"Babakan Madang, Bogor",Rp1.940.000.000,2,60 m²,690 m²
Bali Resort Bogor Uluwatu Ext - Tipe 85,"Ranca Bungur, Bogor",Rp981.989.000,3,85 m²,87 m²
Perumnas Samesta Dramaga Bogor Tipe 36/84,"Cibungbulang, Bogor",Rp361.860.000,2,36 m²,84 m²
Perumnas Samesta Dramaga Bogor Tipe 36/90,"Cibungbulang, Bogor",Rp378.510.000,2,36 m²,90 m²
Avoria Estate Cluster Barlia 2 lantai Tipe 80/90,"Kemang, Bogor",Rp915.072.000,3,80 m²,90 m²
Cluster Bellwood Tipe 107/98,"Gunung Putri, Bogor",Rp1.716.585.000,3,107 m²,98 m²
Cluster Bhumi Anvaya - Villa House Tipe Agra Prime,"Babakan Madang, Bogor",Rp2.090.000.000,3,125 m²,120 m²
Golden Cikeas Tipe Rinjani,"Gunung Putri, Bogor",Rp667.132.200,2,33 m²,72 m²
Cluster Alamanda Tipe 45 – Samesta Parayasa,"Parung Panjang, Bogor",Rp644.000.000,2,45 m²,152 m²
Cluster New Bougenville Tipe 36 – Samesta Parayasa,"Parung Panjang, Bogor",Rp476.000.000,2,36 m²,72 m²
Kamaya Hills Cluster Ruby Tipe 36,"Parung Panjang, Bogor",Rp402.800.000,2,36 m²,60 m²
Grand Tenjo Residence - Cluster Botanica Tipe 34/72,"Tenjo, Bogor",Rp399.489.000,2,34 m²,72 m²
Kemang Verde Tipe 73/60,Bogor,Rp612.500.000,3,73 m²,60 m²
Grand Alifia Bogor Tipe Aglalia 49/60,"Tanah Sareal, Bogor",Rp540.075.000,2,49 m²,60 m²
Cluster Miami Tipe 9,"Gunung Putri, Bogor",Rp2.808.355.000,3,164 m²,162 m²
Rumah Minimalis di Perumahan Erfina Regency Siap KPR Bisa Nego J-19436,"Cibinong, Bogor",Rp1.670.000.000,3,100 m²,155 m²
Kota Podomoro Tenjo Tipe Premium 40,"Tenjo, Bogor",Rp470.305.000,2,40 m²,119 m²
Sentul City - Spring Valley Tipe C 6x13.5+,"Babakan Madang, Bogor",Rp1.151.580.600,2,50 m²,106 m²
Kota Podomoro Tenjo - Cluster Magnolia Tipe 36,"Tenjo, Bogor",Rp357.846.000,2,36 m²,90 m²
Cluster Bhumi Anvaya - Minimalist House Tipe Aruna Prime,"Babakan Madang, Bogor",Rp1.165.000.000,3,70 m²,60 m²
Bali Resort Bogor Uluwatu Ext - Tipe 56,"Ranca Bungur, Bogor",Rp528.905.000,3,56 m²,60 m²
Citaville Cibubur Tipe Calgary 2 Kamar,"Cileungsi, Bogor",Rp783.021.000,2,63 m²,60 m²
De’ LORA Tipe 48,"Parung Panjang, Bogor",Rp716.530.000,3,48 m²,72 m²
Kota Podomoro Tenjo - Cluster Damar Tipe 48,"Tenjo, Bogor",Rp577.490.000,2,48 m²,100 m²
Cluster Bhumi Svarga Tipe Kayana,"Babakan Madang, Bogor",Rp1.170.000.000,2,36 m²,72 m²
Cluster Bhumi Anvaya - Minimalist House Tipe Aruna Deluxe,"Babakan Madang, Bogor",Rp1.498.000.000,2,50 m²,60 m²
Bukit Golf Riverside - Cluster Lagoon Park Tipe Caviana,"Gunung Putri, Bogor",Rp1.540.664.183,4,86 m²,72 m²
Grand Duta City South of Jakarta Tipe Aira,"Parung, Bogor",Rp856.552.174,2,39 m²,60 m²
"DIJUAL rmh Panorama Bali Residence,KT  2,KM 1,LT/LB 99/40,1300 watt","Ciseeng, Bogor",Rp450.000.000,2,40 m²,99 m²
Cluster Nashville Tipe 137,"Gunung Putri, Bogor",Rp2.184.446.000,3,137 m²,128 m²
Paradise Serpong City 2 - Eco Ardence Tipe Ariawood (1 lantai),"Gunung Sindur, Bogor",Rp499.000.000,2,36 m²,60 m²
Cluster Bellwood Tipe 157/162,"Gunung Putri, Bogor",Rp2.689.627.000,3,157 m²,162 m²
Bukit Golf Riverside - Cluster Orchid Tipe Guarana,"Gunung Putri, Bogor",Rp1.141.729.489,3,43 m²,90 m²
Adhi City Sentul Tipe Agra Standard,"Sentul, Bogor",Rp1.283.000.000,2,60 m²,90 m²
Rumah 3 Kamar Luas 110 m2 DP NOL Cicil 3 Juta Dekat TOL & Stasiun KRL,"Bogor Tengah - Kota, Bogor",Rp589.000.000,3,40 m²,110 m²
Rumah Asri di Bukit Cimanggu City Bogor Harga Nego Siap Kpr J-14825,"Tanah Sareal, Bogor",Rp1.350.000.000,4,167 m²,150 m²
RUMAH 2 LANTAI BERGAYA KLASIK DEKAT TOL GUNUNG PUTRI DAN STASIUN,"Gunung Putri, Bogor",Rp620.500.000,2,45 m²,60 m²
Dijual rumah siap huni di Forest Hill lokasi dekat stasiun J-19111,"Parung Panjang, Bogor",Rp540.000.000,2,39 m²,72 m²
Dijual rumah siap huni di Grand Acropolis lokasi dekat stasiun J-16235,"Cibinong, Bogor",Rp470.000.000,2,60 m²,60 m²
Adhi City Sentul Tipe Aruna Standard,"Sentul, Bogor",Rp850.000.000,1,40 m²,60 m²
Metland Cileungsi Tipe Adenia,"Cileungsi, Bogor",Rp691.020.000,2,48 m²,72 m²
Cluster Ridge Crystal Tipe 52/72 – Harvest City,"Cileungsi, Bogor",Rp700.000.000,2,52 m²,72 m²
Cluster The Laurus Tipe 2 – Harvest City,"Cileungsi, Bogor",Rp1.068.840.000,2,60 m²,105 m²
